data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-02-17 14:47:36.247586;950;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Carroll Marsha;masculino;pix
2026-02-17 17:30:37.095982;951;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Ying Obrien;feminino;boleto
2026-02-17 18:41:38.610176;952;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;John Ichikawa;masculino;boleto
2026-02-17 19:13:40.398631;953;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Catherine Abney;feminino;dinheiro
2026-02-17 23:04:41.532229;954;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Paul Fonville;masculino;boleto
2026-02-18 23:04:35.478953;955;São Paulo;Ana Oliveira;Tablet Apple Ipad;Sandra Sauders;feminino;boleto
2026-02-19 13:53:36.441779;956;Florianópolis;Tiago Lima;Smartwatch Garmin;Adrienne Suttee;feminino;pix
2026-02-19 21:54:39.321947;957;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Pricilla Ducksworth;feminino;dinheiro
2026-02-19 23:12:42.059474;958;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Daniela Culliton;feminino;pix
2026-02-20 13:22:41.886112;959;São Paulo;Ana Oliveira;Smartwatch Garmin;Eloy Byrd;masculino;dinheiro
2026-02-20 16:32:40.000955;960;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;John Despres;masculino;boleto
2026-02-20 19:21:38.982288;961;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Erin Gould;feminino;cartão de crédito
2026-02-20 23:00:39.803834;962;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Blanche Lowder;feminino;pix
2026-02-21 14:44:37.080412;963;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Leon Johnson;masculino;dinheiro
2026-02-21 16:38:36.021394;964;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Dawn Wolfe;feminino;boleto
2026-02-21 18:02:40.538332;965;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Maria Powers;feminino;dinheiro
2026-02-21 18:14:36.734732;966;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Minnie Stepp;feminino;boleto
2026-02-21 18:30:44.083382;967;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Steven Keeler;masculino;dinheiro
2026-02-21 19:58:42.381268;968;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Miles Clarkson;masculino;boleto
2026-02-21 20:13:43.370477;969;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Norman Hackney;masculino;boleto
2026-02-21 20:42:35.422659;970;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Edward Hunter;masculino;pix
2026-02-21 20:54:41.425196;971;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;David Webb;masculino;boleto
2026-02-21 22:07:41.464374;972;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Dorothy Baker;feminino;dinheiro
2026-02-21 22:55:44.331749;973;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Madge Lombardo;feminino;boleto
2026-02-22 13:07:41.830193;974;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Laura Tew;feminino;dinheiro
2026-02-22 13:09:44.151780;975;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Marjorie Wilkinson;feminino;boleto
2026-02-22 14:18:37.477065;976;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Gary King;masculino;cartão de crédito
2026-02-22 15:23:44.632724;977;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;David Wells;masculino;boleto
2026-02-22 19:53:38.425610;978;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Chris Cummings;masculino;dinheiro
2026-02-22 20:18:39.934945;979;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Heather Horne;feminino;boleto
2026-02-22 22:31:37.397906;980;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Marcus Heil;masculino;pix
2026-02-23 14:40:37.967680;981;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Katie Boese;feminino;pix
2026-02-23 15:48:37.928658;982;São Paulo;Lucas Pereira;Smartwatch Garmin;Kyong Jungling;feminino;pix
2026-02-23 16:12:39.765802;983;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Harry Augustine;masculino;dinheiro
2026-02-23 17:00:37.268050;984;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Marvin Flores;masculino;dinheiro
2026-02-23 17:46:35.737273;985;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Sandra Gilchrist;feminino;boleto
2026-02-23 18:15:36.201523;986;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Brandon Brandon;masculino;pix
2026-02-23 20:39:37.312009;987;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Bobbie Zaczek;masculino;boleto
2026-02-23 23:14:40.513458;988;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Randy Sanders;masculino;pix
2026-02-24 15:19:44.148773;989;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Carolyn Churchill;feminino;cartão de crédito
2026-02-24 15:44:38.474000;990;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Heather Grissett;feminino;dinheiro
2026-02-24 17:02:38.251402;991;Florianópolis;Tiago Lima;Smartwatch Garmin;Melanie Carroll;feminino;cartão de crédito
2026-02-24 17:19:43.983783;992;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jerry Webb;masculino;dinheiro
2026-02-24 19:52:40.956635;993;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Shirley Stubbs;feminino;pix
2026-02-24 21:42:43.498218;994;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Becky Hagedorn;feminino;boleto
2026-02-24 22:20:35.444254;995;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Gary Marquez;masculino;cartão de crédito
2026-02-25 13:46:36.909042;996;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Elza Mize;feminino;pix
2026-02-25 17:12:41.266669;997;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Corey Adams;masculino;boleto
2026-02-25 18:37:38.127378;998;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Luis Toddy;masculino;dinheiro
2026-02-25 19:26:38.648111;999;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Louis Horka;masculino;boleto
2026-02-25 21:33:44.690791;1000;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Raymond Contreras;masculino;dinheiro
2026-02-25 23:02:40.943090;1001;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Emily Dreher;feminino;dinheiro
2026-02-26 13:02:44.334800;1002;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Ethel Williams;feminino;dinheiro
2026-02-26 15:18:35.661661;1003;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Melissa Patterson;feminino;dinheiro
2026-02-26 16:00:39.074010;1004;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Karen Henscheid;feminino;pix
2026-02-26 20:33:36.488370;1005;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Roger Breeding;masculino;boleto
2026-02-26 23:12:41.965768;1006;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Joyce Tidwell;feminino;pix
2026-02-27 12:59:38.709967;1007;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Thelma Jefferson;feminino;cartão de crédito
2026-02-27 13:14:45.375344;1008;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Jason Hurley;masculino;dinheiro
2026-02-27 15:59:36.175589;1009;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;James Diaz;masculino;dinheiro
2026-02-27 16:28:45.867483;1010;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Erica Smart;feminino;dinheiro
2026-02-27 18:05:43.843976;1011;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Paula Faulds;feminino;cartão de crédito
2026-02-27 22:17:37.967303;1012;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Benjamin Rodriguez;masculino;boleto
2026-02-28 13:15:40.529471;1013;São Paulo;Ana Oliveira;Tablet Apple Ipad;Beverly Acklin;feminino;boleto
2026-02-28 14:59:41.218071;1014;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Terry Mills;masculino;boleto
2026-02-28 15:07:44.449020;1015;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Ed Roode;masculino;boleto
2026-02-28 17:26:36.317259;1016;São Paulo;Ana Oliveira;Tablet Apple Ipad;Gertrude Gross;feminino;boleto
2026-02-28 17:29:44.217624;1017;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Leroy Gibson;masculino;boleto
2026-02-28 20:03:36.494160;1018;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Gregory Battle;masculino;pix
2026-02-28 23:11:43.065389;1019;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Laura James;feminino;cartão de crédito
2026-03-01 13:50:41.843212;1020;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Elizabeth Glowacky;feminino;boleto
2026-03-01 15:02:37.176625;1021;São Paulo;Ana Oliveira;Smartwatch Garmin;Belva Graves;feminino;cartão de crédito
2026-03-01 21:45:40.651083;1022;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mark Sproles;masculino;dinheiro
2026-03-01 22:21:40.539863;1023;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;John Frenzel;masculino;pix
2026-03-02 22:00:39.262388;1024;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Jordan Flenard;masculino;pix
2026-03-02 22:28:45.942002;1025;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Christy Russell;feminino;pix
2026-03-03 14:04:37.030071;1026;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Darrell Culler;masculino;cartão de crédito
2026-03-03 15:27:37.135409;1027;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Renate Klein;feminino;boleto
2026-03-03 16:38:45.113382;1028;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Robert Razo;masculino;cartão de crédito
2026-03-03 21:02:36.189347;1029;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;John Crafford;masculino;dinheiro
2026-03-03 21:29:44.242328;1030;São Paulo;Lucas Pereira;Tablet Apple Ipad;Melinda Brower;feminino;pix
2026-03-03 21:31:37.980804;1031;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Jack Welsh;masculino;cartão de crédito
2026-03-03 23:20:41.915908;1032;São Paulo;Ana Oliveira;Smartwatch Garmin;Anna Garcia;feminino;pix
2026-03-04 13:36:38.092870;1033;São Paulo;Lucas Pereira;Tablet Apple Ipad;Sarah Manley;feminino;dinheiro
2026-03-04 13:46:36.924807;1034;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Marc Zamarripa;masculino;dinheiro
2026-03-04 16:52:43.398632;1035;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Ronald Love;masculino;dinheiro
2026-03-04 17:44:44.335412;1036;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Anna Iuliucci;feminino;dinheiro
2026-03-04 19:15:36.914947;1037;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Florencio Mccoy;masculino;pix
2026-03-04 19:15:40.947349;1038;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Darcy Harman;feminino;dinheiro
2026-03-04 21:13:38.070584;1039;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Alfred Blackburn;masculino;cartão de crédito
2026-03-04 23:10:35.738667;1040;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Joseph Doe;masculino;pix
2026-03-05 13:31:38.240661;1041;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Ronald Wadsworth;masculino;dinheiro
2026-03-05 13:43:36.907633;1042;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Steven Wise;masculino;dinheiro
2026-03-05 14:49:40.018536;1043;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Jessie Sena;masculino;cartão de crédito
2026-03-05 16:08:38.983346;1044;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Renee Woodley;feminino;pix
2026-03-05 17:41:41.529586;1045;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Alexis Skipper;feminino;dinheiro
2026-03-05 20:50:38.877436;1046;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Kathy Gervasio;feminino;cartão de crédito
2026-03-05 23:04:38.775590;1047;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Robert Hodge;masculino;cartão de crédito
2026-03-06 12:47:37.138160;1048;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Carlene Harris;feminino;dinheiro
2026-03-06 15:21:38.434599;1049;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Patrick James;masculino;cartão de crédito
2026-03-06 19:14:36.175829;1050;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Larry Chin;masculino;dinheiro
2026-03-06 19:41:40.205064;1051;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Joseph Blake;masculino;dinheiro
2026-03-06 20:53:40.006752;1052;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Monica Shultz;feminino;boleto
2026-03-06 22:26:43.712034;1053;Florianópolis;Tiago Lima;Smartwatch Garmin;Michael Long;masculino;boleto
2026-03-07 17:01:38.434841;1054;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Angela Narro;feminino;cartão de crédito
2026-03-07 17:51:44.153299;1055;São Paulo;Ana Oliveira;Tablet Apple Ipad;Teddy Saling;masculino;boleto
2026-03-07 18:11:37.310471;1056;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Valerie Ramos;feminino;cartão de crédito
2026-03-07 20:00:35.917364;1057;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Gregory Wanda;masculino;pix
2026-03-07 20:09:41.745038;1058;Florianópolis;Tiago Lima;Tablet Apple Ipad;Ray Claassen;masculino;pix
2026-03-07 20:29:36.859530;1059;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Michael Villegas;masculino;pix
2026-03-07 22:53:36.365284;1060;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Eileen Taylor;feminino;dinheiro
2026-03-08 13:07:43.097007;1061;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Clint Lisonbee;masculino;pix
2026-03-08 15:42:39.606574;1062;São Paulo;Lucas Pereira;Smartwatch Garmin;Alma Tedesco;feminino;dinheiro
2026-03-08 18:11:37.428664;1063;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Judith Dillard;feminino;pix
2026-03-08 19:43:45.319117;1064;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Nancy Wright;feminino;pix
2026-03-08 20:28:44.219587;1065;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Joseph Price;masculino;boleto
2026-03-08 21:19:45.400935;1066;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Abigail Kruger;feminino;boleto
2026-03-08 23:06:40.825759;1067;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Shirley Shield;feminino;dinheiro
2026-03-09 12:28:36.273651;1068;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Christina Rottenberg;feminino;boleto
2026-03-09 12:46:41.815060;1069;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Mary Campanelli;feminino;cartão de crédito
2026-03-10 15:21:36.422168;1070;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Jasmine Hardy;feminino;pix
2026-03-10 16:07:41.077035;1071;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Eric Portwood;masculino;dinheiro
2026-03-10 17:07:36.991815;1072;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Jose Melton;masculino;cartão de crédito
2026-03-10 21:06:45.850281;1073;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Shawn Chaves;masculino;dinheiro
2026-03-10 21:07:35.656786;1074;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Garnett Robinson;feminino;dinheiro
2026-03-11 13:20:42.277005;1075;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Carlos Mason;masculino;pix
2026-03-11 13:49:38.426481;1076;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Susan Dasilva;feminino;cartão de crédito
2026-03-11 18:04:35.382602;1077;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Joelle Crump;feminino;dinheiro
2026-03-11 18:28:37.097895;1078;Florianópolis;Tiago Lima;Smartwatch Garmin;David Davis;masculino;cartão de crédito
2026-03-11 19:06:41.635274;1079;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Millard Schmidt;masculino;pix
2026-03-11 19:12:35.551928;1080;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Stephen Batten;masculino;dinheiro
2026-03-11 22:41:39.006923;1081;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Rose Mccaslin;feminino;dinheiro
2026-03-11 23:05:37.388689;1082;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Laura Rochester;feminino;dinheiro
2026-03-11 23:24:36.992396;1083;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Alfred Miller;masculino;boleto
2026-03-12 13:07:40.552071;1084;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Gary Ackman;masculino;pix
2026-03-12 17:40:41.075070;1085;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Keith Mosher;masculino;boleto
2026-03-12 17:47:36.628286;1086;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Ted Krasley;masculino;pix
2026-03-12 19:23:37.137107;1087;Florianópolis;Gabriela Santos;Smartwatch Garmin;Patrick Francis;masculino;pix
2026-03-12 21:46:45.794208;1088;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Warren Hoover;masculino;boleto
2026-03-13 13:32:42.393626;1089;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Melvin Manning;masculino;cartão de crédito
2026-03-13 16:41:38.558770;1090;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Anthony Allton;masculino;cartão de crédito
2026-03-13 18:43:35.451405;1091;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Lolita Rimple;feminino;dinheiro
2026-03-13 18:53:44.669257;1092;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Edward Agin;masculino;dinheiro
2026-03-13 21:16:42.892040;1093;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Pamela Raley;feminino;pix
2026-03-13 22:46:39.137681;1094;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Julio Ketterman;masculino;dinheiro
2026-03-14 15:35:36.573138;1095;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;George Strop;masculino;dinheiro
2026-03-14 18:13:45.804720;1096;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Anne Ripper;feminino;pix
2026-03-14 21:45:44.496636;1097;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Leigh Robinson;feminino;dinheiro
2026-03-15 16:02:42.596336;1098;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Matthew Montgomery;masculino;cartão de crédito
2026-03-15 17:54:35.634636;1099;São Paulo;Ana Oliveira;Tablet Apple Ipad;Marc Marier;masculino;boleto
2026-03-15 20:17:35.659135;1100;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Sherry Duncan;feminino;boleto
2026-03-15 20:24:39.525156;1101;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;John Jones;masculino;pix
2026-03-16 13:03:35.509209;1102;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Andrea Walker;feminino;boleto
2026-03-16 15:45:44.058089;1103;São Paulo;Ana Oliveira;Smartwatch Garmin;Lottie Fetterhoff;feminino;pix
2026-03-16 21:13:35.199970;1104;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Myrtle Hassard;feminino;boleto
2026-03-16 22:35:43.712449;1105;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Gloria Hayes;feminino;pix
2026-03-16 23:01:37.092473;1106;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Deanne Settle;feminino;boleto
2026-03-17 12:32:36.346419;1107;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Alice Sparr;feminino;pix
2026-03-17 15:58:38.194072;1108;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Albert Dufrene;masculino;dinheiro
2026-03-17 19:11:35.178879;1109;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jeffrey Wilson;masculino;cartão de crédito
2026-03-17 19:38:40.093179;1110;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Kimberly Shaw;feminino;boleto
2026-03-17 22:20:38.177722;1111;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Scott Magruder;masculino;pix
2026-03-18 14:32:45.803513;1112;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Wayne Townsend;masculino;dinheiro
2026-03-18 15:21:43.553866;1113;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Charles Curran;masculino;pix
2026-03-18 17:14:39.640245;1114;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Valorie Cochran;feminino;dinheiro
2026-03-18 19:18:45.171203;1115;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Edward Morse;masculino;boleto
2026-03-18 19:20:39.857053;1116;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Iva Smith;feminino;boleto
2026-03-18 22:50:38.271222;1117;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Frank Campisi;masculino;cartão de crédito
2026-03-19 13:31:44.326418;1118;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Mario Holmes;masculino;pix
2026-03-19 22:33:44.218188;1119;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Christopher Price;masculino;cartão de crédito
2026-03-19 22:48:45.467258;1120;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Frank Trevino;masculino;pix
2026-03-20 16:19:35.950887;1121;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Nancy Roesser;feminino;boleto
2026-03-20 18:05:40.756648;1122;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Viviana Gordon;feminino;pix
2026-03-20 18:13:45.304629;1123;Florianópolis;Tiago Lima;Smartwatch Garmin;Wesley Viens;masculino;pix
2026-03-20 19:25:39.869020;1124;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Maurice Garcia;masculino;cartão de crédito
2026-03-20 20:33:41.891928;1125;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ralph Austin;masculino;pix
2026-03-20 22:52:44.212280;1126;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Francine Wagner;feminino;cartão de crédito
2026-03-21 13:38:39.594477;1127;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Kenneth Boysen;masculino;cartão de crédito
2026-03-21 17:24:41.315121;1128;Florianópolis;Tiago Lima;Fone de Ouvido Sony;William Conley;masculino;pix
2026-03-21 20:18:41.744417;1129;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Mathew Cox;masculino;boleto
2026-03-21 23:03:41.775076;1130;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Amanda Batts;feminino;boleto
2026-03-22 21:16:39.600883;1131;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Matthew Palmer;masculino;boleto
2026-03-22 21:21:36.559118;1132;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Debra Morris;feminino;dinheiro
2026-03-22 23:14:35.509594;1133;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Angela Gutierrez;feminino;boleto
2026-03-23 13:20:45.427284;1134;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Nancy Payan;feminino;pix
2026-03-23 17:06:41.780056;1135;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Mollie Williams;feminino;cartão de crédito
2026-03-23 17:34:39.670999;1136;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Alton Fink;masculino;pix
2026-03-23 17:51:43.908836;1137;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Preston Mcgee;masculino;cartão de crédito
2026-03-23 19:08:36.852451;1138;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Gregory Smith;masculino;pix
2026-03-24 13:02:45.708607;1139;Florianópolis;Tiago Lima;Smartwatch Garmin;Sherry Christner;feminino;pix
2026-03-24 13:04:36.143986;1140;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Pearl Fortier;feminino;cartão de crédito
2026-03-24 14:02:38.191126;1141;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Sharon Woodward;feminino;boleto
2026-03-24 14:37:43.917454;1142;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Linda Livermore;feminino;boleto
2026-03-24 16:42:40.009344;1143;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Edward Kibbe;masculino;dinheiro
2026-03-24 18:18:38.351089;1144;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Lawrence Smith;masculino;boleto
2026-03-24 20:59:40.487301;1145;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Evelyn Mcgown;feminino;boleto
2026-03-25 13:21:45.344595;1146;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Tamara Carner;feminino;dinheiro
2026-03-25 14:05:39.476974;1147;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Chris Gamble;feminino;pix
2026-03-25 22:29:45.584675;1148;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Gladis Won;feminino;boleto
2026-03-26 12:33:45.677763;1149;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;John Villarreal;masculino;boleto
2026-03-26 14:37:43.373432;1150;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Yolanda Gaither;feminino;dinheiro
2026-03-26 14:44:43.481889;1151;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Richard Jones;masculino;pix
2026-03-26 14:48:37.355293;1152;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Raul Williams;masculino;pix
2026-03-27 14:30:36.824045;1153;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Ruth Grams;feminino;boleto
2026-03-27 18:26:35.443579;1154;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Troy Albert;masculino;boleto
2026-03-28 14:56:42.282086;1155;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Lashonda Hughes;feminino;pix
2026-03-28 17:01:37.117198;1156;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Keith Reese;masculino;dinheiro
2026-03-28 17:13:40.233176;1157;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Austin Schappert;masculino;cartão de crédito
2026-03-28 20:22:38.897289;1158;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Sarah Mason;feminino;boleto
2026-03-29 13:14:39.683878;1159;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Mary Clark;feminino;pix
2026-03-29 18:19:40.087549;1160;São Paulo;Lucas Pereira;Tablet Apple Ipad;Diane Workman;feminino;cartão de crédito
2026-03-29 20:39:45.520651;1161;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Ruth Sylvester;feminino;dinheiro
